text;text_g;text_s;y_max;page;file
le filet;das Netz;Il joue souvent au ~.;1139;7;C:\coding\voki\data\SerieVertes2.pdf
un point;ein Punkt;;1161;7;C:\coding\voki\data\SerieVertes2.pdf
marquer un point;einen Punkt erzielen;Elle est contente. Elle a ~8.;1186;7;C:\coding\voki\data\SerieVertes2.pdf
envoyer qc à qn;jdm. etw. schicken/ hier: zuwerfen/zuspielen;Il m'a ~1 une carte de Brest.;141;8;C:\coding\voki\data\SerieVertes2.pdf
sauter;springen;Tu n'as pas peur? Alors, ~ 2.;208;8;C:\coding\voki\data\SerieVertes2.pdf
Hop!;Hopp!;;230;8;C:\coding\voki\data\SerieVertes2.pdf
lui;ihm/ihr (indirektes Objektpronomen);Il ~ écrit qu'il l'aime.;253;8;C:\coding\voki\data\SerieVertes2.pdf
Sébas;Kurzform für „Sébastien“;;298;8;C:\coding\voki\data\SerieVertes2.pdf
C'est à Sébastien de faire le service.;Sébastien hat (die) Angabe.;;345;8;C:\coding\voki\data\SerieVertes2.pdf
taper;schlagen;-P- ++ frapper;389;8;C:\coding\voki\data\SerieVertes2.pdf
dire à qn que ...;jdm, sagen, dass ...;;413;8;C:\coding\voki\data\SerieVertes2.pdf
continuer;fortfahren/weitermacher;Un élève lit. Puis, un autre -3.;438;8;C:\coding\voki\data\SerieVertes2.pdf
La chance a tourné.;Das Glück hat sich gewendet.;;504;8;C:\coding\voki\data\SerieVertes2.pdf
à la fin;am Ende/schließlich;Elle a cherché et elle a trouvé -.;548;8;C:\coding\voki\data\SerieVertes2.pdf
gagner qe;etw. gewinnen;L'équipe du collège veut - le match.;574;8;C:\coding\voki\data\SerieVertes2.pdf
Il va vite retrouver Nathalie.;Er geht schnell zu Nathalie.;;596;8;C:\coding\voki\data\SerieVertes2.pdf
si;ob;;641;8;C:\coding\voki\data\SerieVertes2.pdf
demander à qn si ...;jdn. fragen, ob ...;Elle lui~5 s'il peut venir,;664;8;C:\coding\voki\data\SerieVertes2.pdf
demander pardon à qn;jdn. um Verzeihung/ Entschuldigung bitten;Je n'ai pas été gentil avec toi. Je ~6.;688;8;C:\coding\voki\data\SerieVertes2.pdf
peut-être;vielleicht;Elle n'est pas là. Elle est - malade.;754;8;C:\coding\voki\data\SerieVertes2.pdf
la 3ª = la troisième;"Klassenbezeichnung; entspricht dem 9. Schuljahr";Il a 15 ans. Il est en ~7.;868;8;C:\coding\voki\data\SerieVertes2.pdf
un œil/des yeux;ein Auge/Augen;Ferme un ~.;938;8;C:\coding\voki\data\SerieVertes2.pdf
aux yeux verts;mit grünen Augen;C'est une fille ~.;984;8;C:\coding\voki\data\SerieVertes2.pdf
être fou/folle de qn;verrückt nach jdm. sein;Les jeunes ~8 cette vedette.;1004;8;C:\coding\voki\data\SerieVertes2.pdf
un cheveu/des cheveux;ein Haar/Haare;Il n'a plus de ~9 sur la tête.;1027;8;C:\coding\voki\data\SerieVertes2.pdf
court/courte;kur;Il aime les cheveux ~10.;1074;8;C:\coding\voki\data\SerieVertes2.pdf
long/longue;lang;+ court/courte;1096;8;C:\coding\voki\data\SerieVertes2.pdf
avoir les cheveux courts;kurze Haare haben;[F = ~ les ~ + + [D] = kurze Haare haben;1119;8;C:\coding\voki\data\SerieVertes2.pdf
avoir les yeux bruns;braune Augen haben;Elle ~11,;1164;8;C:\coding\voki\data\SerieVertes2.pdf
moche (fam.);hässlich (ugs.);* joli;138;9;C:\coding\voki\data\SerieVertes2.pdf
Il est bête comme ses pieds.;Er ist strohdumm. (ugs.);;160;9;C:\coding\voki\data\SerieVertes2.pdf
méchant/méchante;böse, gemein;+ gentil/gentille;205;9;C:\coding\voki\data\SerieVertes2.pdf
intelligent/intelligente;intelligent;# bête;229;9;C:\coding\voki\data\SerieVertes2.pdf
ennuyeux/ennuyeuse;langweilig;Regarder toujours la télé, c'est ~,;252;9;C:\coding\voki\data\SerieVertes2.pdf
paresseux/paresseuse;faul;Il ne travaille pas. Il est -.;298;9;C:\coding\voki\data\SerieVertes2.pdf
roux/rousse;rothaarig;;434;9;C:\coding\voki\data\SerieVertes2.pdf
* le caractère;;der Charakter;384;10;C:\coding\voki\data\SerieVertes2.pdf
Il/Elle est ...;;Er/Sie ist ...;418;10;C:\coding\voki\data\SerieVertes2.pdf
amusant(e);aggressiv;lustig;440;10;C:\coding\voki\data\SerieVertes2.pdf
drôle;dumm;lustig, ulkig;463;10;C:\coding\voki\data\SerieVertes2.pdf
gentil/gentille;seltsam, komisch;nett, freundlich;488;10;C:\coding\voki\data\SerieVertes2.pdf
intelligent(e);langweilig;intelligent;510;10;C:\coding\voki\data\SerieVertes2.pdf
intéressant(e);idiotisch;interessant;531;10;C:\coding\voki\data\SerieVertes2.pdf
sympa(thique);böse, gemein;sympathisch;556;10;C:\coding\voki\data\SerieVertes2.pdf
Il/Elle est ...;;Er/Sie ist ...;634;10;C:\coding\voki\data\SerieVertes2.pdf
grand(e);schön;groß;659;10;C:\coding\voki\data\SerieVertes2.pdf
petit(e);hübsch;klein;682;10;C:\coding\voki\data\SerieVertes2.pdf
mince;hässlich;dünn, schlank;703;10;C:\coding\voki\data\SerieVertes2.pdf
gros/grosse;hässlich (ugs.);dick;727;10;C:\coding\voki\data\SerieVertes2.pdf
Il/Elle a ...;;Er/Sie hat ...;760;10;C:\coding\voki\data\SerieVertes2.pdf
courts;;kurze;805;10;C:\coding\voki\data\SerieVertes2.pdf
longs;;lange;826;10;C:\coding\voki\data\SerieVertes2.pdf
blonds;Er/Sie hat blaue Augen.;blonde;848;10;C:\coding\voki\data\SerieVertes2.pdf
bruns;;braune;871;10;C:\coding\voki\data\SerieVertes2.pdf
noirs;Er/Sie ist ein(e) kleine(r) Blonde(r).;schwarze;894;10;C:\coding\voki\data\SerieVertes2.pdf
roux;;rote;917;10;C:\coding\voki\data\SerieVertes2.pdf
gris;Er/Sie trägt eine Brille.;graue;941;10;C:\coding\voki\data\SerieVertes2.pdf
Sorel;Familienname;;580;11;C:\coding\voki\data\SerieVertes2.pdf
octobre (m.);Oktober;~ est en automne.;601;11;C:\coding\voki\data\SerieVertes2.pdf
ce dimanche 26 octobre;an diesem Sonntag, dem 26. Oktober;;624;11;C:\coding\voki\data\SerieVertes2.pdf
un/une locataire;ein Mieter/eine Mieterin;+ un/une propriétaire;671;11;C:\coding\voki\data\SerieVertes2.pdf
que;den/die/das (Relativpronomen, Objekt);Le chien est un animal ~ j'aime.;714;11;C:\coding\voki\data\SerieVertes2.pdf
connaître qn/qc;jdn./etw. kennen;Il -1 bien son texte.;763;11;C:\coding\voki\data\SerieVertes2.pdf
Antoine;männl. Vorname;;782;11;C:\coding\voki\data\SerieVertes2.pdf
terrible;schrecklich/fürchterlich;La faim peut être ~.;806;11;C:\coding\voki\data\SerieVertes2.pdf
Ludovic;männl, Vorname;;829;11;C:\coding\voki\data\SerieVertes2.pdf
Ludo;"Kurzform für „Ludovic""";;851;11;C:\coding\voki\data\SerieVertes2.pdf
qui;der/die/das (Relativpronomen, Subjekt);Voilà un livre ~ me plaît.;898;11;C:\coding\voki\data\SerieVertes2.pdf
louer qe;etw. mieten/vermieten;+ le locataire;942;11;C:\coding\voki\data\SerieVertes2.pdf
un étudiant/une étudiante;ein Student/eine Studentin;;964;11;C:\coding\voki\data\SerieVertes2.pdf
les études (f ., pl.);das Studium;- un étudiant/une étudiante;1011;11;C:\coding\voki\data\SerieVertes2.pdf
faire des études;studieren;Elle veut ~ de français à Rennes.;1033;11;C:\coding\voki\data\SerieVertes2.pdf
Dresde;Dresden;;1056;11;C:\coding\voki\data\SerieVertes2.pdf
une fille;eine Tochter;Hélène est la ~ de M. et Mme Sorel.;1079;11;C:\coding\voki\data\SerieVertes2.pdf
aller chercher qn;jdn. (ab)holen;La mère -2 sa petite fille à l'école.;1124;11;C:\coding\voki\data\SerieVertes2.pdf
sauf;außer;Il aime tout, ~ les artichauts.;1146;11;C:\coding\voki\data\SerieVertes2.pdf
autre chose;etw. anderes;Je n'aime pas le foot. Parlons d' ~.;1169;11;C:\coding\voki\data\SerieVertes2.pdf
avoir autre chose à faire;etw. anderes zu tun haben;Il ne m'aide jamais. Il me dit toujours qu'il ~3.;1193;11;C:\coding\voki\data\SerieVertes2.pdf
après;danach/darauf/später;= avant;135;12;C:\coding\voki\data\SerieVertes2.pdf
par;Grundbedeutung: durch;;158;12;C:\coding\voki\data\SerieVertes2.pdf
commencer par qe;mit etw. anfangen/ beginnen;L'exercice ~1 un exemple.;203;12;C:\coding\voki\data\SerieVertes2.pdf
le rez-de-chaussée;das Erdgeschoss;Notre appartement est au ~.;248;12;C:\coding\voki\data\SerieVertes2.pdf
un salon;ein Wohnzimmer;Nous regardons la télé au ~.;295;12;C:\coding\voki\data\SerieVertes2.pdf
une salle à manger;ein Esszimmer;On mange dans la ~.;318;12;C:\coding\voki\data\SerieVertes2.pdf
les toilettes (f.);die Toilette;"les ~ s; Il est allé -2.";340;12;C:\coding\voki\data\SerieVertes2.pdf
un bureau/des bureaux;ein Arbeitszimmer, Büro/ Arbeitszimmer, Büros;Papa travaille dans son ~.;363;12;C:\coding\voki\data\SerieVertes2.pdf
derrière;(da)hinter;+ devant;408;12;C:\coding\voki\data\SerieVertes2.pdf
une caverne;eine Höhle;La chambre de Ludo est sa ~.;432;12;C:\coding\voki\data\SerieVertes2.pdf
déranger qn;jdn. stören;Je vous ~3? - Non, entrez.;455;12;C:\coding\voki\data\SerieVertes2.pdf
un drap;ein Tuch/Bettlaken;Le ~ est blanc.;478;12;C:\coding\voki\data\SerieVertes2.pdf
une couverture;eine Decke/Bettdecke;Sur le lit, il y a un drap et ~.;500;12;C:\coding\voki\data\SerieVertes2.pdf
une pièce;ein Zimmer;Le salon et la salle à manger sont des ~4.;546;12;C:\coding\voki\data\SerieVertes2.pdf
au milieu de la pièce;in der Mitte des Zimmers/ mitten im Zimmer;;570;12;C:\coding\voki\data\SerieVertes2.pdf
une tente;ein Zelt;Il achète ~ pour les vacances.;615;12;C:\coding\voki\data\SerieVertes2.pdf
une farce;ein Streich/Scherz;Les élèves aiment faire des ~5 aux professeurs.;635;12;C:\coding\voki\data\SerieVertes2.pdf
cela;das;+ ça;681;12;C:\coding\voki\data\SerieVertes2.pdf
Je connais cela.;Das kenne ich.;;705;12;C:\coding\voki\data\SerieVertes2.pdf
Dracula;Dracula;;726;12;C:\coding\voki\data\SerieVertes2.pdf
le sang;das Blut;~ est rouge.;751;12;C:\coding\voki\data\SerieVertes2.pdf
un monstre;ein Ungeheuer/Monster;Dracula est ~.;773;12;C:\coding\voki\data\SerieVertes2.pdf
Quel monstre!;Was für ein Monster!;;796;12;C:\coding\voki\data\SerieVertes2.pdf
une douche;eine Dusche;Après le match, les jeunes prennent ~,;817;12;C:\coding\voki\data\SerieVertes2.pdf
entre;zwischen;Lille est ~ Paris et Bruxelles.;840;12;C:\coding\voki\data\SerieVertes2.pdf
un diner;ein Abendessen;[F] = - in -- - - > [E] = dinner;863;12;C:\coding\voki\data\SerieVertes2.pdf
où;wo (Relativpronomen);;885;12;C:\coding\voki\data\SerieVertes2.pdf
la ville où elle habite;die Stadt, in der sie wohnt;~ s'appelle Clermont-Ferrand.;908;12;C:\coding\voki\data\SerieVertes2.pdf
une nuit;eine Nacht;+ un jour;955;12;C:\coding\voki\data\SerieVertes2.pdf
Bonne nuit!;Gute Nacht!;Bonjour!;976;12;C:\coding\voki\data\SerieVertes2.pdf
une oreille;ein Ohr;Qu'est-ce que ses ~6 sont grandes!;1000;12;C:\coding\voki\data\SerieVertes2.pdf
dire qe à l'oreille de qn;jdm. etw. ins Ohr sagen;;1024;12;C:\coding\voki\data\SerieVertes2.pdf
demander à qn de faire qc;jdn. darum bitten, etw. zu tun;;1137;12;C:\coding\voki\data\SerieVertes2.pdf
une entrée;ein Eingang/Hausflur;;1181;12;C:\coding\voki\data\SerieVertes2.pdf
un prénom;ein Vorname;;1205;12;C:\coding\voki\data\SerieVertes2.pdf
une saison;eine Jahreszeit;;134;13;C:\coding\voki\data\SerieVertes2.pdf
une date;ein Datum;[F] = une ~ ++ [D] = ein Datum;157;13;C:\coding\voki\data\SerieVertes2.pdf
l'hiver (m.);der Winter;;182;13;C:\coding\voki\data\SerieVertes2.pdf
en hiver;im Winter;;202;13;C:\coding\voki\data\SerieVertes2.pdf
en été;im Sommer;;226;13;C:\coding\voki\data\SerieVertes2.pdf
en automne;im Herbst;;249;13;C:\coding\voki\data\SerieVertes2.pdf
une découverte;eine Entdeckung/Erkundung;;364;13;C:\coding\voki\data\SerieVertes2.pdf
partir à la découverte de qe;etw. erkunden gehen;Les touristes -1 des monuments.;411;13;C:\coding\voki\data\SerieVertes2.pdf
vieux/vieil/vieille;al;Quel âge a ton père? - Il a 40 ans. Il n'est pas ~2.;434;13;C:\coding\voki\data\SerieVertes2.pdf
Clermont;alter Stadtkern von Clermont-Ferrand;;477;13;C:\coding\voki\data\SerieVertes2.pdf
le vieux Clermont;das alte Clermont;;524;13;C:\coding\voki\data\SerieVertes2.pdf
Pascal;frz. Name (Blaise Pascal, 1623 - 1662, Mathematiker und Philosoph);;545;13;C:\coding\voki\data\SerieVertes2.pdf
la rue Pascal;die Pascalstraße;;637;13;C:\coding\voki\data\SerieVertes2.pdf
un hôtel;hier: ein herrschaftliches Stadthaus;;662;13;C:\coding\voki\data\SerieVertes2.pdf
un vieil hôtel;ein altes Stadthaus;;705;13;C:\coding\voki\data\SerieVertes2.pdf
Mira l'a déjà vue. (= la cathédrale);Mira hat sie schon gesehen. (= die Kathedrale);;729;13;C:\coding\voki\data\SerieVertes2.pdf
un toit;ein Dach;De la tour, on voit les ~3 des maisons.;795;13;C:\coding\voki\data\SerieVertes2.pdf
une vieille ville;eine alte Stadt/Altstadt;;819;13;C:\coding\voki\data\SerieVertes2.pdf
en vrai;in Wirklichkeit;C'est une mauvaise photo. ~ Isabelle est jolie.;840;13;C:\coding\voki\data\SerieVertes2.pdf
à vélo;mit dem Fahrrad;Tu viens ~? - Non, je prends le tram.;909;13;C:\coding\voki\data\SerieVertes2.pdf
un/une automobiliste;ein Autofahrer/eine Autofahrerin;Les ~4 ne voient pas toujours les vélos.;933;13;C:\coding\voki\data\SerieVertes2.pdf
une portière;eine Wagentür;Regarde derrière. Puis, ouvre la ~.;978;13;C:\coding\voki\data\SerieVertes2.pdf
un accident;ein Unfall;~ est vite arrivé.;1000;13;C:\coding\voki\data\SerieVertes2.pdf
bloquer qn/qc;jdn./etw. blockieren;;1024;13;C:\coding\voki\data\SerieVertes2.pdf
klaxonner;hupen;Les automobilistes bloqués ~5.;1045;13;C:\coding\voki\data\SerieVertes2.pdf
manifester;demonstrieren;Les étudiants ~5 dans la rue.;1113;13;C:\coding\voki\data\SerieVertes2.pdf
des travaux;hier: Straßenbauarbeiten;~ bloquent la rue.;1136;13;C:\coding\voki\data\SerieVertes2.pdf
la place de Jaude;Platz in Clermont-Ferrand;;1182;13;C:\coding\voki\data\SerieVertes2.pdf
une université;eine Universität;Il fait des études à l' ~.;136;14;C:\coding\voki\data\SerieVertes2.pdf
rencontrer qn;jdn. treffen/jdm. begegnen;Devine qui j'~1 la semaine dernière!;161;14;C:\coding\voki\data\SerieVertes2.pdf
un pot;ein Topf/Glas;;206;14;C:\coding\voki\data\SerieVertes2.pdf
prendre un pot (fam.);einen trinken (ugs.);Quand on rencontre un vieil ami, on ~2 avec lui.;231;14;C:\coding\voki\data\SerieVertes2.pdf
en ville;in der Stadt;Faire du vélo ~, c'est dangereux.;274;14;C:\coding\voki\data\SerieVertes2.pdf
une ambulance;ein Krankenwagen;Un accident! J'appelle ~.;297;14;C:\coding\voki\data\SerieVertes2.pdf
hier;gestern;"+ demain; + aujourd'hui";319;14;C:\coding\voki\data\SerieVertes2.pdf
un poète;ein Dichter;Il écrit des poèmes. C'est ~,;343;14;C:\coding\voki\data\SerieVertes2.pdf
Vercingétorix;Vercingetorix (72-46 vor Christus, Anführer der Arverner, der Gallier der Region, die heute Auvergne heißt);;369;14;C:\coding\voki\data\SerieVertes2.pdf
un guide;ein Reiseführer (Buch und Person);Le ~ parle des monuments.;502;14;C:\coding\voki\data\SerieVertes2.pdf
l'Auvergne (f.);die Auvergne (frz. Region);Clermont-Ferrand est en ~.;550;14;C:\coding\voki\data\SerieVertes2.pdf
un marché aux puces;ein Flohmarkt;;685;14;C:\coding\voki\data\SerieVertes2.pdf
une tasse;eine Tasse;;707;14;C:\coding\voki\data\SerieVertes2.pdf
un Canadien/une Canadienne;ein Kanadier/eine Kanadierin;;730;14;C:\coding\voki\data\SerieVertes2.pdf
un office du tourisme;ein Verkehrsamt;;775;14;C:\coding\voki\data\SerieVertes2.pdf
un appartement;das Esszimmer;;187;15;C:\coding\voki\data\SerieVertes2.pdf
une pièce;die Küche;;209;15;C:\coding\voki\data\SerieVertes2.pdf
l'entrée (f.);das Badezimmer;;231;15;C:\coding\voki\data\SerieVertes2.pdf
la salle de séjour;die Toilette;;256;15;C:\coding\voki\data\SerieVertes2.pdf
le salon;das WC;;276;15;C:\coding\voki\data\SerieVertes2.pdf
la chambre;das/die Arbeitszimmer;;298;15;C:\coding\voki\data\SerieVertes2.pdf
en janvier;;im Januar;816;15;C:\coding\voki\data\SerieVertes2.pdf
au mois de janvier;;im Monat Januar;839;15;C:\coding\voki\data\SerieVertes2.pdf
Monnin;Familienname;;298;16;C:\coding\voki\data\SerieVertes2.pdf
un fils;ein Sohn;Les Sorel ont une fille et deux ~,;323;16;C:\coding\voki\data\SerieVertes2.pdf
le divorce;die Scheidung;Après ~, Sébastien est resté chez sa mère.;345;16;C:\coding\voki\data\SerieVertes2.pdf
un déjeuner;ein Mittagessen;Le ~ est le repas de midi.;370;16;C:\coding\voki\data\SerieVertes2.pdf
le dessert;der Nachtisch;A la fin du repas, on mange un ~,;392;16;C:\coding\voki\data\SerieVertes2.pdf
Les voilà au dessert.;Nun sind sie beim Nachtisch.;;414;16;C:\coding\voki\data\SerieVertes2.pdf
une mousse au chocolat;eine Mousse au chocolat (Schokoladencreme);La ~ est un dessert.;461;16;C:\coding\voki\data\SerieVertes2.pdf
du jambon;Schinken;Achète ~ pour le déjeuner.;528;16;C:\coding\voki\data\SerieVertes2.pdf
une entrée;hier: eine Vorspeise;Le déjeuner commence par -.;551;16;C:\coding\voki\data\SerieVertes2.pdf
un coq;ein Hahn;Le ~ est le symbole de la France.;575;16;C:\coding\voki\data\SerieVertes2.pdf
le vin;der Wein;Il y du ~ rouge et du ~ blanc.;595;16;C:\coding\voki\data\SerieVertes2.pdf
du coq au vin;Huhn in Weinsoße;Mangeons ~ au déjeuner.;619;16;C:\coding\voki\data\SerieVertes2.pdf
le riz;der Reis;Vous prenez votre coq au vin avec des frites ou avec du ~?;642;16;C:\coding\voki\data\SerieVertes2.pdf
le plat principal;das Hauptgericht;Le coq au vin est un --.;689;16;C:\coding\voki\data\SerieVertes2.pdf
comme plat principal;als Hauptgericht;;711;16;C:\coding\voki\data\SerieVertes2.pdf
de la salade;Salat;Après le plat principal, il y a ~.;732;16;C:\coding\voki\data\SerieVertes2.pdf
le fromage;der Käse;~ vient avant le dessert.;755;16;C:\coding\voki\data\SerieVertes2.pdf
le café;der Kaffee;;777;16;C:\coding\voki\data\SerieVertes2.pdf
Je veux bien.;(Ich möchte) gern.;Du café? --.;801;16;C:\coding\voki\data\SerieVertes2.pdf
décider qe;etw. beschließen/entscheiden;;823;16;C:\coding\voki\data\SerieVertes2.pdf
décider de faire qc;beschließen etw. zu tun;J'ai -1 ouvrir une boutique.;869;16;C:\coding\voki\data\SerieVertes2.pdf
une boum (fam.);eine Fete (ugs.);- une fête;891;16;C:\coding\voki\data\SerieVertes2.pdf
samedi prochain;der nächste Samstag/(am) nächsten Samstag;Mon anniversaire, c'est ~.;915;16;C:\coding\voki\data\SerieVertes2.pdf
le bruit;der Lärm/das Geräusch;+ le silence;981;16;C:\coding\voki\data\SerieVertes2.pdf
en plus;außerdem;Il est intelligent. ~ il travaille beaucoup.;1005;16;C:\coding\voki\data\SerieVertes2.pdf
Je te l'ai déjà dit.;Ich habe es dir schon gesagt.;;1029;16;C:\coding\voki\data\SerieVertes2.pdf
promettre qc à qn;jdm. etw. versprechen;Ses parents lui ont ~2 un cadeau.;1075;16;C:\coding\voki\data\SerieVertes2.pdf
baisser qc;"etw. (ab)senken; hier: leiser stellen";Je veux dormir. ~ 3 la radio, s'il te plaît.;1095;16;C:\coding\voki\data\SerieVertes2.pdf
continuer à faire qc;fortfahren etw. zu tun/ etw. weitermachen;Un élève lit. Puis, un autre ~4 lire.;1140;16;C:\coding\voki\data\SerieVertes2.pdf
la préparation;die Vorbereitung;- préparer;1186;16;C:\coding\voki\data\SerieVertes2.pdf
le buffet;das Büfett;;1209;16;C:\coding\voki\data\SerieVertes2.pdf
un invité/une invitée;ein Gast;- inviter qn;139;17;C:\coding\voki\data\SerieVertes2.pdf
la contribution;der Beitrag/Anteil;;162;17;C:\coding\voki\data\SerieVertes2.pdf
mettre qn à contribution;hier: jdn, auffordern etw. mitzubringen;On ~1 les invités ~2? - C'est une bonne idée.;185;17;C:\coding\voki\data\SerieVertes2.pdf
Okapi;frz. Jugendzeitschrift;;230;17;C:\coding\voki\data\SerieVertes2.pdf
une cerise;eine Kirsche;Les ~3 sont rouges ou noires.;254;17;C:\coding\voki\data\SerieVertes2.pdf
un clafoutis aux cerises;Süßspeise aus Eierkuchenteig und Kirschen;;278;17;C:\coding\voki\data\SerieVertes2.pdf
préférer qc;etw. vorziehen/lieber mögen;On fait une mousse au chocolat? - Je ~4 le clafoutis aux cerises.;345;17;C:\coding\voki\data\SerieVertes2.pdf
préférer faire qe;vorziehen etw. zu tun/ lieber tun;On sort? - Je ~5 rester à la maison.;390;17;C:\coding\voki\data\SerieVertes2.pdf
une boisson;ein Getränk;Le vin est ~.;436;17;C:\coding\voki\data\SerieVertes2.pdf
le coca;die Cola;~ est aussi une boisson.;460;17;C:\coding\voki\data\SerieVertes2.pdf
la limonade;die Limonade;;483;17;C:\coding\voki\data\SerieVertes2.pdf
l'eau minérale (f.);das Mineralwasser;;507;17;C:\coding\voki\data\SerieVertes2.pdf
de l'eau minérale;Mineralwasser;Il prend ~ avec les repas.;529;17;C:\coding\voki\data\SerieVertes2.pdf
un jus/des jus;ein Saft/Säfte;;552;17;C:\coding\voki\data\SerieVertes2.pdf
un jus de fruits;ein Fruchtsaft;Sa femme prend ~.;575;17;C:\coding\voki\data\SerieVertes2.pdf
falloir;brauchen/müssen;;595;17;C:\coding\voki\data\SerieVertes2.pdf
il faut qe;man braucht etw.;Pour bien travailler, ~ du temps.;618;17;C:\coding\voki\data\SerieVertes2.pdf
il faut qe à qn;jd. braucht etw.;Il a soif. - 6 une boisson.;642;17;C:\coding\voki\data\SerieVertes2.pdf
il faut faire qc;es ist nötig, etw. zu tun/ man muss etw. tun;~7 aider les pauvres.;664;17;C:\coding\voki\data\SerieVertes2.pdf
il ne faut pas faire qc;man darf/soll etw. nicht tun;~ mentir.;710;17;C:\coding\voki\data\SerieVertes2.pdf
la bière;das Bier;Vous voulez de ~? - Non, je prends une eau minérale.;757;17;C:\coding\voki\data\SerieVertes2.pdf
Jean-Pierre;männl. Vorname;;800;17;C:\coding\voki\data\SerieVertes2.pdf
un avis;eine Meinung;;821;17;C:\coding\voki\data\SerieVertes2.pdf
à mon avis;meiner Meinung nach;~, ce fromage est très bon.;845;17;C:\coding\voki\data\SerieVertes2.pdf
Je ne suis pas de ton avis.;Ich bin nicht deiner Meinung.;Je trouve le film super. --.;870;17;C:\coding\voki\data\SerieVertes2.pdf
l'alcool (m.);der Alkohol;[F = -- c00- - - > [D] = Alkohol;915;17;C:\coding\voki\data\SerieVertes2.pdf
accepter qe;etw. akzeptieren;Je n'~8 pas tes accusations.;937;17;C:\coding\voki\data\SerieVertes2.pdf
